,SPX Equity,NVDA US Equity,AMD US Equity,IGLN LN Equity,MINE LN Equity,CBUK GY Equity,FXAC NA Equity,2899 HK Equity,AAPL US Equity,LLY US Equity,JNJ US Equity,PFE US Equity,OGN US Equity,3750 HK Equity,META US Equity,GOOGL US Equity,AIR FP Equity,BA US Equity,RR/ LN Equity,BA/ LN Equity,MDT US Equity,EMB US Equity,CBU0 LN Equity,PG US Equity,AMZN US Equity,NEXT US Equity,SO US Equity,JEMA LN Equity,EMIRATES UH Equity,KO US Equity,CON GR Equity,NFLX US Equity,SBUX US Equity,JGB1X SW Equity,USDCNY Equity,USDJPY Equity,USDHKD Equity,GBPUSD Equity,EURUSD Equity
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2023-09-25,9474.0,42.222,97.38,37.335,,3.193,3.1099,12.6,176.08,552.29,160.26,32.98,17.88,,300.83,131.11,122.96,198.78,219.8,1010.0,79.97,83.33,135.26,150.66,131.27,5.46,69.29,143.3,18.4,57.0,48.18,384.8,92.74,,7.312,148.88,7.8165,1.2211,1.0593
2023-09-26,9242.0,41.911,95.96,37.0425,,3.1535,3.078,12.38,171.96,550.01,159.02,32.4,17.25,,298.96,128.565,123.58,195.64,219.7,1015.0,78.95,82.775,135.15,149.32,125.98,5.22,67.11,139.0,18.2,56.53,48.09,379.25,92.0,,7.3112,149.07,7.8216,1.2158,1.0572
2023-09-27,9296.0,42.468,98.07,36.6275,,3.168,3.0908,12.12,170.43,549.76,157.11,32.1,16.59,,297.74,130.54,124.0,195.46,218.8,1014.0,78.22,82.42,134.84,147.34,125.98,5.29,66.14,143.1,17.9,55.95,49.152,377.59,91.17,,7.3118,149.63,7.8208,1.2135,1.0503
2023-09-28,9418.0,43.089,102.76,36.2,,3.1665,3.059,11.82,170.69,544.45,156.88,32.09,17.08,,303.96,132.31,126.74,190.43,221.5,1018.5,78.69,82.61,134.18,146.34,125.98,5.22,65.07,139.8,17.8,55.81,50.214,376.36,91.08,,7.298,149.31,7.8296,1.2203,1.0566
2023-09-29,9526.0,43.499,102.82,36.11,,3.2095,3.0907,11.98,171.21,537.13,155.75,33.17,17.36,,300.21,130.86,126.98,191.68,220.9,997.8,78.36,82.52,134.99,145.86,127.12,5.12,64.72,143.0,,55.98,49.706,377.6,91.27,,,149.37,7.8306,1.2199,1.0573
2023-10-02,9346.0,44.782,103.27,35.6775,,3.222,3.0874,,173.75,538.29,155.15,33.94,16.69,,306.82,134.17,125.56,187.83,216.6,1009.0,77.77,81.27,133.865,145.19,129.46,4.88,62.71,137.0,17.7,55.48,49.945,380.33,91.13,,,149.86,7.8323,1.2087,1.0477
2023-10-03,9284.0,43.517,100.08,35.4575,,3.194,3.0374,11.54,172.4,525.19,155.34,33.9,16.29,,300.94,132.43,124.32,188.92,212.1,1015.0,76.54,80.36,132.79,145.49,124.72,4.77,64.03,137.0,18.05,54.88,49.062,376.75,89.48,,,149.02,7.8322,1.2077,1.0467
2023-10-04,9254.0,44.041,104.07,35.495,,3.1525,3.0035,11.4,173.66,531.46,155.52,33.31,16.32,,305.58,135.24,123.54,186.73,210.8,978.0,76.27,80.74,133.22,145.97,127.0,4.56,64.62,137.2,18.15,55.04,49.032,376.9,91.15,,,149.12,7.8288,1.2135,1.0504
2023-10-05,9292.0,44.688,102.91,35.345,,3.133,2.9876,11.28,174.91,541.48,157.14,33.47,16.22,,304.79,135.07,123.52,186.29,210.5,983.2,76.15,80.71,133.56,143.8,125.96,4.48,64.59,137.2,17.75,52.38,48.658,372.59,92.37,,,148.51,7.8306,1.2192,1.055
2023-10-06,9464.0,45.762,107.24,35.6725,,3.224,3.0453,11.38,177.49,565.22,157.64,33.13,16.58,,315.43,137.58,124.28,187.38,208.8,980.6,76.12,80.74,133.14,144.09,127.96,4.54,64.97,137.2,18.05,53.14,49.526,381.51,92.85,,,149.32,7.8316,1.2237,1.0586
2023-10-09,9070.0,45.273,106.97,36.0525,,3.36,3.0482,11.8,178.99,571.76,158.54,33.2,16.96,,318.36,138.42,123.08,188.49,205.2,1025.0,75.13,81.14,134.09,143.36,128.26,4.58,65.91,131.1,17.7,52.88,48.569,385.95,92.68,,7.2926,148.51,7.8293,1.2238,1.0567
2023-10-10,8888.0,45.798,109.01,36.2,,3.318,3.1214,11.92,178.39,579.31,158.36,33.17,17.29,,321.84,138.06,125.6,193.53,212.3,1041.0,76.18,81.27,134.41,144.78,129.48,4.59,66.44,126.9,17.3,54.03,49.182,373.32,93.18,,7.294,148.71,7.8193,1.2287,1.0605
2023-10-11,8940.0,46.806,108.31,36.4425,,3.3605,3.1454,11.9,179.8,605.28,156.18,33.11,17.22,,327.82,140.55,126.32,196.07,213.1,1054.0,72.89,81.93,135.02,143.0,131.83,4.47,67.1,122.9,17.7,53.71,48.928,365.93,91.95,,7.3007,149.17,7.82,1.2313,1.062
2023-10-12,8894.0,46.945,108.79,36.445,,3.2955,3.1353,12.02,180.71,610.5,156.33,32.92,16.64,,324.16,138.97,125.76,191.3,211.8,1068.5,71.29,81.07,134.19,143.32,132.33,4.39,65.7,125.2,17.9,52.81,47.985,361.2,91.42,,7.306,149.81,7.8238,1.2175,1.0528
2023-10-13,8478.0,45.461,105.09,37.39,,3.2605,3.0998,11.82,178.85,609.2,156.85,32.11,17.32,,314.69,137.36,121.96,184.91,213.2,1079.5,71.96,81.3,133.89,144.69,129.79,4.56,66.55,123.9,17.7,52.89,47.252,355.68,91.48,,7.305,149.57,7.8246,1.2143,1.051
2023-10-16,8468.0,46.095,106.46,37.4,,3.238,3.116,11.76,178.72,616.64,157.53,33.27,16.86,,321.15,139.095,122.94,184.93,213.5,1077.0,71.75,81.21,133.88,146.07,132.55,4.57,67.5,118.0,17.75,53.43,47.461,360.82,93.65,,7.311,149.51,7.8171,1.2217,1.056
2023-10-17,8398.0,43.938,105.14,37.4675,,3.2145,3.0825,11.82,177.15,608.31,156.09,32.75,16.44,,324.0,139.72,127.3,185.6,215.6,1075.0,72.81,80.82,132.8,146.26,131.47,4.57,67.11,119.9,17.8,54.07,49.406,355.72,94.18,,7.3157,149.81,7.8241,1.2183,1.0577
2023-10-18,8188.0,42.196,102.17,37.85,,3.161,3.0499,11.8,175.84,607.24,152.73,31.41,16.29,,316.97,137.96,124.72,185.69,207.8,1072.5,72.7,80.3,131.81,150.03,128.13,4.55,66.6,119.6,17.35,54.05,47.536,346.19,93.75,,7.3165,149.93,7.8298,1.214,1.0536
2023-10-19,8384.0,42.101,102.4,38.025,,3.122,2.9923,11.7,175.46,590.8,152.32,31.19,16.14,,312.81,137.75,123.9,182.79,205.6,1040.5,72.35,79.71,131.57,148.25,128.4,4.63,66.44,119.6,17.3,54.35,45.157,401.77,94.42,,7.3104,149.8,7.8239,1.2144,1.0582
2023-10-20,8174.0,41.387,101.81,38.8025,,3.051,2.9233,11.62,172.88,584.64,153.0,30.65,15.9,,308.65,135.6,121.26,180.04,198.95,1061.5,72.7,80.15,132.03,148.05,125.17,4.55,65.73,117.0,16.65,54.57,45.127,400.96,94.19,,7.3151,149.86,7.824,1.2164,1.0594
2023-10-23,8262.0,42.975,100.01,38.495,,3.04,2.9173,,173.0,576.65,151.39,30.84,15.48,,314.01,136.5,122.5,181.03,203.5,1068.0,72.39,80.61,132.44,148.15,126.56,4.35,65.43,118.1,16.3,54.08,44.992,406.84,94.2,,7.309,149.71,7.824,1.2249,1.067
2023-10-24,8100.0,43.663,101.67,38.1975,,3.133,3.0223,11.56,173.44,592.43,151.23,30.43,15.76,,312.55,138.81,125.16,182.36,204.4,1077.5,71.96,81.25,132.4,149.9,128.56,4.54,66.45,119.4,16.0,55.64,45.067,413.73,94.62,,7.3111,149.91,7.8232,1.216,1.059
2023-10-25,8058.0,41.779,96.055,38.495,,3.0835,2.9748,11.82,171.1,586.46,151.57,30.73,15.65,,299.53,125.61,125.04,177.73,203.0,1095.5,71.4,80.64,131.925,150.6,121.39,4.58,66.61,119.4,16.55,56.12,44.199,411.25,94.0,,7.3172,150.23,7.8218,1.2112,1.0566
2023-10-26,8086.0,40.326,93.67,38.485,,3.0935,2.9929,11.7,166.89,568.1,149.0,31.16,15.31,,288.35,122.28,126.44,179.09,200.5,1096.5,70.37,80.96,132.12,149.8,119.57,4.52,67.16,118.2,16.0,55.78,43.885,403.54,92.67,,7.3168,150.4,7.8209,1.2129,1.0563
2023-10-27,8140.0,40.5,96.43,38.5425,,3.1045,2.9853,11.82,168.22,560.23,145.6,30.11,14.96,,296.73,122.17,124.96,179.69,200.4,1084.0,69.43,81.0,132.545,147.16,127.74,4.35,66.53,117.9,16.45,55.24,44.559,397.87,92.02,,7.3174,149.66,7.8211,1.2122,1.0565
2023-10-30,8104.0,41.161,96.18,38.9275,,3.1485,3.0006,12.26,170.29,565.71,147.03,30.55,14.93,,302.66,124.46,126.2,182.35,202.0,1103.0,69.97,81.21,132.28,149.26,132.71,4.37,66.79,118.9,16.95,56.15,45.202,410.08,93.15,,7.311,149.1,7.8206,1.217,1.0615
2023-10-31,8192.0,40.78,98.5,38.75,,3.0665,2.9347,12.16,170.77,553.93,148.34,30.56,14.79,,301.27,124.08,126.28,186.82,215.4,1104.0,70.56,81.19,132.53,150.03,133.09,4.39,67.3,119.9,16.95,56.49,45.89,411.69,92.24,,7.3164,151.68,7.8239,1.2153,1.0575
2023-11-01,8176.0,42.325,108.04,38.47,,3.112,2.9569,11.94,173.97,554.46,148.69,30.51,14.65,,311.85,126.45,127.94,189.38,220.3,1117.5,70.85,81.89,133.16,149.61,137.0,4.49,68.43,120.3,17.25,56.44,46.489,420.19,91.35,,7.316,150.95,7.8236,1.2152,1.057
2023-11-02,8346.0,43.506,107.83,38.5675,,3.1345,2.9776,12.0,177.57,580.29,150.24,30.5,13.11,,310.87,127.49,129.06,192.01,223.6,1105.5,72.09,82.71,134.51,151.44,138.07,4.35,70.12,120.7,17.15,57.09,46.504,424.71,100.01,,7.3143,150.45,7.8249,1.2203,1.0622
2023-11-03,8476.0,45.005,112.25,38.7675,,3.2175,3.026,11.98,176.65,567.81,151.34,31.26,13.3,,314.6,129.1,129.06,195.05,220.9,1082.0,72.56,83.52,135.885,150.07,138.6,4.46,70.39,120.9,17.6,56.74,46.788,432.36,102.65,,7.2754,149.39,7.8244,1.238,1.0731
2023-11-06,8386.0,45.751,111.75,38.5925,,3.237,3.0416,11.88,179.23,595.19,151.7,31.18,12.56,,315.8,130.25,128.42,192.95,224.1,1076.5,73.42,82.83,134.89,150.94,139.74,4.23,69.23,124.0,17.6,56.97,46.474,434.74,104.03,,7.2702,150.07,7.8208,1.2344,1.0718
2023-11-07,8378.0,45.955,113.45,38.2625,,3.2405,3.0299,11.94,181.82,599.93,150.9,31.25,12.41,,318.82,130.97,129.2,191.41,226.0,1079.5,72.48,83.11,135.45,150.59,142.71,4.23,68.72,126.6,17.8,57.18,46.04,434.61,103.68,,7.28,150.37,7.8195,1.23,1.07
2023-11-08,8424.0,46.574,113.59,38.075,,3.239,3.0147,11.66,182.89,619.13,150.35,30.82,12.27,,319.78,131.84,130.38,191.83,232.4,1083.0,71.71,83.27,136.03,150.01,142.08,4.25,68.6,131.1,17.7,57.09,48.015,436.65,104.3,,7.2761,150.98,7.815,1.2285,1.0709
2023-11-09,8760.0,46.95,113.49,38.1875,,3.2455,3.0002,11.74,182.41,591.32,147.42,29.68,11.42,,320.55,130.24,127.86,193.33,232.8,1090.0,70.09,82.42,135.58,150.35,140.6,4.17,68.04,144.5,17.8,56.66,47.94,435.15,102.23,,7.2846,151.35,7.8092,1.2223,1.0668
2023-11-10,8536.0,48.335,118.59,37.7325,,3.195,2.9494,11.5,186.4,597.71,147.25,29.48,11.12,,328.77,132.59,128.48,196.65,232.0,1103.5,70.68,82.78,135.135,151.41,143.56,4.27,68.1,138.5,17.65,56.72,47.581,447.24,104.33,,7.2855,151.52,7.8089,1.2227,1.0686
2023-11-13,8542.0,48.62,116.79,37.8575,,3.2695,3.0082,11.66,184.8,612.71,147.63,28.98,11.03,,329.19,132.09,130.24,204.54,240.2,1108.0,72.08,82.34,134.71,152.46,142.59,4.47,67.34,141.9,17.6,56.93,47.716,444.62,103.51,,7.2891,151.72,7.8083,1.2279,1.0698
2023-11-14,8828.0,49.656,119.88,38.23,,3.234,3.0036,11.52,187.44,610.82,147.66,29.26,11.46,,336.31,133.62,131.64,207.47,239.0,1073.0,72.59,83.77,136.7,152.12,145.8,4.81,69.21,144.9,17.7,57.1,50.858,448.65,105.6,,7.2528,150.37,7.8058,1.2499,1.0879
2023-11-15,8938.0,48.888,118.0,38.1575,,3.3465,3.1027,12.12,188.01,588.54,148.8,30.19,11.56,,332.71,134.62,131.2,208.71,243.6,1068.0,74.02,83.25,135.78,151.42,143.2,4.8,68.77,145.1,17.8,57.21,51.995,461.94,106.03,,7.2468,151.36,7.8067,1.2416,1.0848
2023-11-16,8798.0,49.48,119.83,38.63,,3.1985,2.9537,11.98,189.71,588.75,150.1,29.77,10.95,,334.19,136.93,131.46,206.6,244.5,1062.0,74.88,83.94,136.68,152.83,142.83,4.66,70.27,145.0,17.95,57.15,51.247,466.95,107.21,,7.2427,150.73,7.8014,1.2414,1.0852
2023-11-17,8940.0,49.298,120.62,38.57,,3.2275,2.9583,11.78,189.69,591.71,149.79,29.92,11.31,,335.04,135.31,132.26,208.04,244.0,1055.5,74.76,84.21,136.74,151.07,145.18,4.75,69.77,141.0,18.1,57.26,51.381,465.91,105.57,,7.2143,149.63,7.7964,1.2462,1.0915
2023-11-20,9190.0,50.409,121.53,38.41,,3.295,3.0076,11.88,191.45,597.6,149.91,29.98,11.19,,339.97,136.25,133.04,217.71,245.5,1061.0,75.16,84.74,136.65,150.27,146.13,4.82,69.44,141.0,18.05,57.4,51.426,474.47,104.3,,7.1669,148.39,7.7934,1.2505,1.094
2023-11-21,9128.0,49.944,119.16,38.915,,3.226,2.9591,12.1,190.64,592.6,151.12,30.3,11.03,,336.98,136.97,133.76,218.27,243.0,1065.5,78.62,84.74,137.335,149.61,143.9,4.69,69.65,141.0,17.95,58.03,50.783,474.95,103.69,,7.1407,148.39,7.7961,1.2539,1.0911
2023-11-22,9098.0,48.716,122.51,38.78,,3.237,2.9852,12.18,191.31,595.09,150.82,30.32,11.24,,341.49,138.49,134.0,219.91,237.5,1061.0,78.37,85.16,137.02,151.02,146.71,4.51,69.59,147.4,17.9,58.42,51.352,478.0,103.44,,7.1648,149.54,7.7966,1.2494,1.0888
2023-11-23,9138.0,,,38.7475,,3.283,3.0109,12.04,,,,,,,,,134.58,,240.7,1072.0,,,136.79,,,,,143.8,17.9,,51.411,,,,7.1476,149.56,7.7989,1.2534,1.0905
2023-11-24,9192.0,47.776,122.31,38.9175,,3.234,2.9706,11.84,189.97,601.1,152.5,30.5,11.36,,338.23,136.69,134.66,220.0,241.0,1068.0,78.97,84.99,136.51,151.38,146.74,4.68,69.61,145.6,18.05,58.57,52.564,479.56,102.78,,7.149,149.44,7.7918,1.2603,1.0939
2023-11-27,9202.0,48.242,122.65,39.07,,3.2195,2.9352,11.82,189.79,591.53,151.28,30.14,11.43,,334.7,136.41,133.6,219.3,243.2,1049.5,79.0,85.36,136.96,151.24,147.73,4.65,70.26,146.2,17.65,58.46,52.055,479.17,102.36,,7.1528,148.69,7.7913,1.2627,1.0954
2023-11-28,9154.0,47.821,122.01,39.6225,,3.2635,2.888,11.8,190.4,591.6,151.63,29.69,11.3,,338.99,137.2,134.56,222.37,258.3,1050.5,78.63,85.8,138.04,152.29,147.03,4.74,70.49,144.4,17.85,58.58,52.145,479.0,101.18,,7.1363,147.48,7.7966,1.2694,1.0993
2023-11-29,9176.0,48.14,123.85,39.72,,3.257,2.8237,12.22,189.37,591.86,152.11,30.08,11.41,,332.2,134.99,135.56,224.43,263.4,1035.0,78.86,86.48,138.75,151.13,146.32,4.75,70.23,141.9,17.75,58.23,53.386,477.19,99.85,,7.1262,147.24,7.8043,1.2695,1.0969
2023-11-30,9248.0,46.77,121.16,39.6625,,3.2825,2.8434,12.38,189.95,591.04,154.66,30.47,11.32,,327.15,132.53,136.2,231.63,268.8,1050.0,79.27,85.87,138.32,153.52,146.09,4.99,70.98,136.0,17.6,58.44,53.087,473.97,99.3,,7.135,148.2,7.8104,1.2624,1.0888
2023-12-01,9278.0,46.765,121.39,40.025,,3.2615,2.8076,12.14,191.24,584.04,158.38,28.91,11.5,,324.82,131.86,138.08,233.87,276.7,1059.5,79.99,86.85,139.07,152.66,147.03,5.23,71.52,133.5,17.5,58.64,53.357,465.74,99.2,,7.1285,146.82,7.8144,1.271,1.0884
2023-12-04,9224.0,45.51,118.57,39.41,,3.229,2.7772,12.6,189.43,585.68,158.88,29.28,11.83,,320.02,129.27,137.02,234.87,285.4,1047.0,79.76,86.25,138.74,152.06,144.84,5.23,71.28,125.3,,58.57,52.997,453.9,97.6,,7.1434,147.21,7.8159,1.2633,1.0836
2023-12-05,9262.0,46.566,118.38,39.1475,,3.1795,2.7216,12.18,193.42,588.15,158.55,29.09,11.09,,318.29,130.99,136.56,234.16,284.7,1044.5,78.82,86.75,139.81,146.76,146.88,5.04,70.93,130.3,17.8,58.66,53.521,455.15,95.54,,7.1471,147.15,7.8194,1.2595,1.0797
2023-12-06,9446.0,45.503,116.82,39.4175,,3.2235,2.7549,12.18,192.32,589.25,156.62,28.79,10.99,,317.45,130.02,138.3,236.89,288.6,1031.0,79.04,87.23,140.39,146.65,144.52,5.05,72.26,129.9,17.85,58.6,54.524,446.73,97.02,,7.1606,147.31,7.8112,1.256,1.0764
2023-12-07,9392.0,46.596,128.37,39.435,,3.213,2.7396,12.0,194.27,588.27,155.4,28.63,11.33,,326.59,136.93,138.36,237.33,286.2,1019.0,79.55,87.14,140.47,146.5,146.88,5.05,71.65,132.4,17.6,58.74,54.673,452.0,96.44,,7.1486,144.13,7.8114,1.2594,1.0794
2023-12-08,9478.0,47.506,128.92,39.035,,3.217,2.7238,11.64,195.71,598.05,154.42,28.78,11.02,,332.75,134.99,141.82,244.7,289.3,1042.5,79.35,86.84,139.2,145.15,147.42,5.05,71.5,132.8,17.45,58.61,54.973,453.76,96.61,,7.1702,144.95,7.8085,1.2549,1.0763
2023-12-11,9606.0,46.627,134.41,38.5575,,3.24,2.7328,11.66,193.18,584.04,155.06,28.64,11.23,,325.28,133.29,142.3,248.08,296.9,1042.5,79.72,86.7,139.03,145.82,145.89,4.86,71.36,131.8,17.4,59.04,54.389,459.89,98.12,,7.1741,146.16,7.8049,1.2555,1.0765
2023-12-12,9522.0,47.657,137.61,38.5275,,3.246,2.7134,11.62,194.71,584.76,155.07,28.58,11.54,,334.22,132.52,142.68,248.63,304.7,1056.5,80.08,86.88,139.53,145.94,147.48,4.64,70.47,131.8,17.25,59.42,53.566,463.0,98.15,,7.1772,145.45,7.8091,1.2563,1.0794
2023-12-13,9484.0,48.088,138.19,38.5375,,3.2185,2.6896,11.44,197.96,597.5,155.79,26.66,12.42,,334.74,132.57,142.3,250.91,301.8,1066.0,81.9,88.32,140.26,148.58,148.84,4.66,73.08,131.8,16.95,59.93,54.569,479.98,98.11,,7.1708,142.89,7.811,1.2618,1.0874
2023-12-14,10035.0,48.35,138.0,39.6775,,3.216,2.7129,11.34,198.11,573.67,156.87,26.13,12.82,,333.17,131.94,140.06,256.24,300.0,1046.0,83.43,88.87,143.12,144.66,147.42,4.9,71.5,132.4,16.85,59.04,56.289,469.83,97.84,,7.1119,141.89,7.8073,1.2767,1.0993
2023-12-15,10300.0,48.89,139.15,39.61,,3.2725,2.7517,11.9,197.57,572.04,155.16,26.63,13.08,,334.92,132.6,139.52,264.27,290.1,1058.0,82.61,88.75,142.93,143.96,149.97,4.55,70.86,133.6,17.1,58.6,56.738,472.06,96.75,,7.1215,142.15,7.8033,1.2681,1.0895
2023-12-18,10110.0,50.077,138.9,39.3625,,3.192,2.6873,11.92,195.89,579.76,155.44,27.06,13.12,,344.62,135.8,139.18,260.41,292.4,1068.5,83.06,88.77,142.46,146.17,154.07,4.53,71.42,128.9,16.85,59.02,56.678,486.12,96.56,,7.1311,142.78,7.7956,1.2648,1.0924
2023-12-19,10340.0,49.604,140.15,39.82,,3.241,2.721,11.94,196.94,579.81,156.46,28.16,13.52,,350.36,136.65,139.88,263.51,295.0,1065.0,82.07,88.99,142.91,146.17,153.79,4.64,71.26,128.0,17.05,58.83,56.663,495.02,97.72,,7.1185,143.84,7.7993,1.2732,1.0981
2023-12-20,10475.0,48.111,135.47,39.5925,,3.176,2.6863,12.3,194.83,570.21,153.27,27.63,13.14,,349.28,138.34,137.88,260.25,298.9,1087.0,80.61,89.0,142.91,143.91,152.12,4.54,69.69,131.9,17.2,57.61,56.588,489.27,94.71,,7.1386,143.57,7.8075,1.2639,1.0942
2023-12-21,10495.0,48.99,139.91,39.7625,,3.1835,2.7076,12.3,194.68,572.0,154.84,28.31,13.6,,354.09,140.42,138.52,262.02,299.8,1093.5,81.96,89.16,143.51,144.26,153.84,4.86,69.37,133.9,16.9,57.99,57.292,491.61,95.33,,7.1378,142.12,7.8094,1.269,1.1011
2023-12-22,10365.0,48.83,139.6,40.1825,,3.0785,2.6479,12.4,193.6,570.39,155.46,28.4,13.91,,353.39,141.49,139.44,260.44,302.4,1090.0,81.92,89.04,143.64,145.28,153.42,4.98,69.44,132.0,17.1,58.32,56.903,486.76,95.28,,7.1357,142.41,7.8116,1.2701,1.1014
2023-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95,,,,,,7.1364,142.35,7.809,1.269,1.1008
2023-12-26,,49.279,143.41,,,,,,193.05,570.67,156.14,28.41,14.13,,354.83,141.52,,262.79,,,82.3,89.36,,145.94,153.41,5.15,69.45,,17.1,58.56,,491.19,95.67,,7.1427,142.4,7.8082,1.2725,1.1042
2023-12-27,10535.0,49.417,146.07,40.4975,,3.0635,2.6371,12.7,193.15,581.51,156.35,28.61,14.36,,357.83,140.37,139.42,262.1,298.8,1095.0,82.42,89.68,144.0,146.06,153.34,5.11,69.41,134.1,17.2,58.71,56.663,491.79,95.29,,7.1427,141.83,7.8111,1.2798,1.1105
2023-12-28,10510.0,49.522,148.76,40.375,,3.161,2.7317,12.8,193.58,580.85,156.58,28.79,14.48,,358.32,140.23,139.68,260.35,298.1,1101.5,82.73,89.43,144.09,145.73,153.38,4.96,70.16,135.8,17.1,58.75,57.187,490.51,95.93,,7.1104,141.41,7.814,1.2733,1.1061
2023-12-29,10505.0,49.522,147.41,40.21,,3.155,2.7325,12.72,192.53,582.92,156.74,28.79,14.42,,353.96,139.69,139.78,260.66,299.7,1110.5,82.38,89.06,143.48,146.54,151.94,4.77,70.12,136.4,17.3,58.93,57.546,486.88,96.01,,7.1,141.04,7.8115,1.2731,1.1039
2024-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.89,,1.2727,1.1045
2024-01-02,10215.0,48.168,138.58,40.175,,3.1455,2.6902,12.86,185.64,592.2,159.97,29.73,14.71,,346.29,138.17,141.28,251.76,298.1,1116.0,82.84,88.18,143.0,148.74,149.93,4.68,70.85,132.4,17.2,59.82,57.771,468.5,93.67,,7.1432,141.99,7.8157,1.2617,1.0942
2024-01-03,9846.0,47.569,135.32,39.59,,3.16,2.7288,12.74,184.25,617.7,160.97,29.73,14.63,,344.47,138.92,137.16,243.91,294.8,1134.0,83.2,87.84,142.75,147.84,148.47,4.54,72.24,131.4,17.35,59.96,55.795,470.26,93.23,,7.1494,143.29,7.8069,1.2665,1.0922
2024-01-04,9856.0,47.998,136.01,39.7975,,3.1395,2.7147,12.64,181.91,614.5,160.63,29.09,13.78,,347.12,136.39,139.38,244.94,297.8,1155.5,83.93,87.44,142.56,148.65,144.57,4.63,71.71,131.9,17.5,59.76,55.212,474.67,93.55,,7.1608,144.63,7.8084,1.2682,1.0945
2024-01-05,9800.0,49.097,138.58,39.925,,3.102,2.692,12.6,181.18,618.55,161.13,29.47,14.41,,351.95,135.73,139.7,249.0,296.6,1153.0,84.57,87.17,142.64,147.42,145.24,4.49,71.61,131.4,17.55,59.67,55.481,474.06,92.99,,7.1471,144.63,7.8119,1.272,1.0943
2024-01-08,9886.0,52.253,146.18,39.5625,,3.0355,2.6366,12.46,185.56,626.03,161.53,29.58,16.3,,358.66,138.84,143.2,229.0,305.2,1145.0,86.57,87.28,142.72,148.69,149.1,4.59,72.16,132.4,17.5,60.11,56.663,485.03,94.19,,7.1514,144.23,7.8068,1.2748,1.095
2024-01-09,9920.0,53.14,149.26,39.485,,3.0255,2.6097,12.5,185.14,625.48,161.63,29.4,16.2,,357.43,140.95,143.12,225.76,308.8,1146.5,86.66,86.94,142.24,149.3,151.37,4.43,71.87,131.4,17.55,60.0,55.87,482.09,93.09,,7.1687,144.48,7.8161,1.271,1.0931
2024-01-10,9996.0,54.35,148.54,39.405,,3.0,2.5934,12.42,186.19,630.19,161.87,28.99,17.2,,370.47,142.28,144.04,227.84,309.2,1155.5,87.08,87.56,142.315,149.94,153.73,4.35,71.83,132.9,17.55,60.2,55.332,478.33,93.5,,7.1727,145.76,7.8195,1.2742,1.0973
2024-01-11,9740.0,54.822,148.02,39.25,,3.034,2.62,12.22,185.59,635.72,161.15,28.4,16.83,,369.67,142.08,143.88,222.66,297.0,1163.5,87.09,88.35,142.1,150.51,155.18,4.35,70.58,132.9,17.45,59.81,55.287,492.23,92.94,,7.1667,145.29,7.8184,1.276,1.0972
2024-01-12,9996.0,54.71,146.56,39.945,3.8545,3.0505,2.6438,12.32,185.92,642.92,162.39,28.7,16.75,,374.49,142.65,149.2,217.7,305.0,1189.5,87.42,88.51,143.3,150.6,154.62,4.65,71.42,132.9,17.45,60.39,54.329,492.16,91.98,,7.1675,144.88,7.8208,1.2753,1.0951
2024-01-15,9830.0,,,40.025,3.8273,2.9865,2.5982,12.36,,,,,,,,,148.02,,300.0,1178.0,,,142.97,,,,,132.9,17.5,,55.092,,,,7.1715,145.73,7.8237,1.2727,1.095
2024-01-16,9914.0,56.382,158.74,39.6175,3.7848,2.9625,2.5735,12.14,183.63,634.57,160.52,28.32,16.59,,367.46,142.49,147.66,200.52,298.2,1181.0,86.54,87.69,142.39,149.79,153.16,4.65,70.32,132.9,17.4,59.99,53.895,481.24,92.7,,7.1877,147.19,7.8263,1.2637,1.0875
2024-01-17,9740.0,56.053,160.17,39.0925,3.6523,2.8615,2.4819,11.42,182.68,628.91,160.43,28.15,15.9,,368.37,141.47,147.04,203.06,296.6,1192.0,86.05,87.36,141.67,149.94,151.71,4.54,69.63,131.7,17.45,59.99,53.431,480.33,91.77,,7.1963,148.16,7.8212,1.2676,1.0883
2024-01-18,9696.0,57.107,162.67,39.22,3.664,2.8885,2.5055,11.42,188.63,623.35,161.21,28.09,15.69,,376.13,143.48,150.04,211.61,306.5,1178.5,86.29,87.45,141.46,148.14,153.5,4.47,68.77,132.9,17.2,60.16,53.701,485.31,93.34,,7.1963,148.16,7.8209,1.2706,1.0876
2024-01-19,9624.0,59.491,174.23,39.4025,3.6543,2.8445,2.4768,11.46,191.56,628.58,161.68,28.28,15.5,,383.45,146.38,148.84,215.02,305.0,1174.0,86.49,87.49,141.06,147.57,155.34,4.58,68.95,130.0,17.45,59.83,53.132,482.95,93.86,,7.1934,148.12,7.8181,1.2703,1.0898
