,SPX Equity,NVDA US Equity,AMD US Equity,IGLN LN Equity,MINE LN Equity,CBUK GY Equity,FXAC NA Equity,2899 HK Equity,AAPL US Equity,LLY US Equity,JNJ US Equity,PFE US Equity,OGN US Equity,3750 HK Equity,META US Equity,GOOGL US Equity,AIR FP Equity,BA US Equity,RR/ LN Equity,BA/ LN Equity,MDT US Equity,EMB US Equity,CBU0 LN Equity,PG US Equity,AMZN US Equity,NEXT US Equity,SO US Equity,JEMA LN Equity,EMIRATES UH Equity,KO US Equity,CON GR Equity,NFLX US Equity,SBUX US Equity,JGB1X SW Equity,USDCNY Equity,USDJPY Equity,USDHKD Equity,GBPUSD Equity,EURUSD Equity
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2016-11-17,4190.0,2.3098,8.46,24.1875,,,,2.61,27.4875,77.71,116.57,30.0784,,,117.79,39.308,55.53,145.33,239.874,597.0,81.8,109.72,138.09,83.07,37.82,10.15,47.5,458.5,7.757,41.12,113.226,115.03,55.85,,6.8781,110.12,7.7573,1.2417,1.0626
2016-11-18,4176.0,2.334,8.71,23.83,,,,2.53,27.515,76.67,115.36,29.8414,,,117.02,38.799,55.24,146.35,225.633,593.5,80.93,109.1,137.125,82.0,38.008,10.15,47.13,457.625,,40.91,113.453,115.21,55.77,,6.8864,110.91,7.7567,1.2342,1.0588
2016-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,,,,,,,,,,
2016-11-21,4221.0,2.3245,8.94,23.9,,,,2.54,27.9325,76.64,115.0,29.9267,,,121.77,39.24,57.68,147.02,225.461,597.5,80.58,109.58,137.265,82.64,39.0,,47.54,460.0,7.45,41.36,113.301,117.96,56.1,,6.8928,110.82,7.756,1.2494,1.063
2016-11-22,4243.0,2.3413,8.69,23.8625,,,,2.57,27.95,75.99,112.74,29.6992,,,121.47,39.25,58.4,149.52,226.491,596.0,73.6,110.06,137.46,82.76,39.267,,47.6,461.0,7.498,41.37,112.228,118.04,57.12,,6.89,111.14,7.7557,1.2423,1.0627
2016-11-23,4318.0,2.3493,8.8,23.44,,,,2.57,27.8075,68.0,113.07,29.7846,,,120.84,38.95,59.78,149.74,230.094,603.0,75.78,109.24,136.35,82.68,39.006,,47.23,458.125,7.642,41.12,109.777,117.69,57.59,,6.919,112.52,7.7567,1.2443,1.0553
2016-11-24,4297.0,,,23.3975,,,,2.51,,,,,,,,,60.04,,230.78,608.5,,,136.7,,,,,460.375,7.594,,109.398,,,,6.9219,113.33,7.7562,1.2451,1.0554
2016-11-25,4261.0,2.354,8.77,23.28,,,,2.61,27.9475,69.12,114.13,30.0405,,,120.38,39.012,60.31,150.04,228.55,604.0,75.52,109.31,136.765,83.46,39.019,10.25,47.78,474.875,,41.53,109.94,117.41,57.43,,6.9191,113.22,7.7558,1.2477,1.0589
2016-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.527,,,,,,,,,,
2016-11-28,4233.0,2.3528,8.83,23.49,,,,2.67,27.8925,67.2,113.13,29.8983,,,120.41,39.29,60.05,149.77,230.78,603.0,73.99,109.69,137.395,83.07,38.338,,48.31,473.25,7.536,41.75,109.308,116.93,57.59,,6.9153,111.94,7.7567,1.2416,1.0614
2016-11-29,4199.0,2.3313,8.93,23.3838,,,,2.65,27.865,67.15,112.48,30.2585,,,120.87,39.472,60.43,151.64,230.952,601.5,73.42,109.58,137.135,82.89,38.126,,48.31,469.0,7.517,41.15,112.263,117.51,58.17,,6.9047,112.38,7.7565,1.2493,1.065
2016-11-30,4271.0,2.305,8.91,23.1025,,,,2.6,27.63,67.12,111.3,30.4671,,,118.42,38.794,60.27,150.56,232.153,600.5,73.01,109.31,136.615,82.46,37.529,,46.82,470.125,7.767,40.35,111.693,117.0,57.97,,6.8894,114.46,7.7565,1.2506,1.0589
2016-12-01,4232.0,2.191,8.39,23.07,,,,2.6,27.3725,65.97,111.38,29.8225,,,115.1,38.217,60.05,152.39,234.041,598.0,71.88,108.26,135.89,81.86,37.183,,46.59,474.0,,40.17,111.2,117.22,58.51,,6.8856,114.1,7.7562,1.2591,1.0661
2016-12-02,4191.0,2.2113,8.53,23.155,,,,2.54,27.475,67.71,111.96,29.9836,,,115.4,38.223,58.99,152.25,226.834,594.0,72.01,108.33,136.735,82.4,37.017,,46.76,469.5,,40.36,110.687,120.81,57.21,,6.88,113.51,7.7553,1.2729,1.0664
2016-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.623,,,,,,,,,,
2016-12-05,4262.0,2.297,8.68,22.9875,,,,2.53,27.2775,67.26,111.94,29.9457,,,117.43,38.911,59.88,152.16,228.378,600.0,71.67,108.79,136.56,82.99,37.968,10.1001,46.87,471.125,7.594,40.62,113.502,119.16,57.5,,6.8815,113.85,7.7549,1.2732,1.0764
2016-12-06,4198.0,2.3348,9.45,23.1,,,,2.57,27.4875,67.8,112.06,29.9173,,,117.31,38.809,59.4,152.24,227.006,598.5,72.11,109.32,136.72,82.91,38.236,,46.93,462.75,7.69,40.57,114.876,124.57,57.44,,6.882,114.02,7.7558,1.2678,1.0718
2016-12-07,4278.0,2.3768,9.56,23.2,,,,2.57,27.7575,67.38,111.1,29.5665,,,117.95,39.574,58.58,154.14,230.78,604.5,72.22,109.96,136.995,84.18,38.521,10.1,47.15,470.0,7.69,41.29,120.07,125.39,58.76,,6.8767,113.77,7.7562,1.2626,1.0753
2016-12-08,4241.0,2.337,10.34,23.0975,,,,2.62,28.03,67.19,110.99,29.3295,,,118.91,39.759,59.32,155.39,225.976,604.0,72.07,109.89,136.715,83.5,38.367,,47.41,475.0,7.786,40.98,121.644,123.24,58.65,,6.891,114.04,7.7555,1.2586,1.0615
2016-12-09,4303.0,2.2955,10.34,22.9275,,,,2.58,28.4875,67.85,112.26,30.05,,,119.68,40.473,59.58,156.49,229.236,600.5,73.35,109.43,136.3,84.37,38.433,,47.94,480.0,,42.0,121.967,122.88,58.75,,6.908,115.32,7.7594,1.2572,1.0561
2016-12-12,4229.0,2.2398,10.68,22.8838,,,,2.52,28.325,67.61,115.36,30.7135,,,117.77,40.395,60.45,157.16,223.402,586.0,73.71,109.71,135.82,85.13,38.006,,48.72,491.5,7.882,41.9,120.333,122.83,58.77,,6.9069,115.02,7.7578,1.2679,1.0635
2016-12-13,4200.0,2.2793,10.54,22.85,,,,2.51,28.7975,68.64,115.89,31.1212,,,120.31,40.767,62.85,156.66,232.668,597.5,73.37,110.05,136.025,85.18,38.717,,49.19,500.0,7.921,41.76,122.005,123.78,59.31,,6.9029,115.19,7.7559,1.2658,1.0626
2016-12-14,4211.0,2.4113,10.55,22.9325,,,,2.58,28.7975,67.67,114.99,31.1117,,,120.21,40.895,62.4,154.47,229.923,589.0,73.3,109.09,136.46,84.37,38.441,,48.48,496.0,8.065,41.21,120.646,123.44,58.75,,6.9049,117.04,7.7584,1.2564,1.0536
2016-12-15,4219.0,2.4677,10.86,22.2025,,,,2.5,28.955,71.37,115.89,31.0453,,,120.57,40.783,64.1,153.77,230.437,591.0,73.44,108.89,134.53,84.68,38.05,,48.46,507.5,8.074,41.55,122.792,125.0,57.71,,6.9467,118.18,7.7606,1.2418,1.0414
2016-12-16,4203.0,2.5103,10.66,22.4325,,,,2.4,28.9925,73.31,115.88,31.1306,,,119.87,40.492,64.18,154.5,231.638,592.5,73.46,109.11,134.9,84.68,37.889,,48.92,514.0,,41.74,122.414,124.22,57.66,,6.9615,117.93,7.7645,1.2496,1.0451
2016-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.074,,,,,,,,,,
2016-12-19,4201.0,2.5408,10.95,22.5125,,,,2.46,29.16,73.42,116.02,31.1212,,,119.24,40.625,63.25,156.18,230.952,596.5,73.1,109.6,135.26,84.71,38.3,,49.09,507.5,7.988,41.67,123.581,125.45,57.65,,6.9605,117.09,7.7666,1.2395,1.0402
2016-12-20,4125.0,2.6293,11.51,22.23,,,,2.41,29.2375,73.38,115.66,31.1401,,,119.09,40.76,63.84,156.39,231.982,598.5,72.44,109.79,134.795,84.57,38.561,10.11,49.2,511.5,8.074,41.66,123.746,125.12,57.7,,6.9527,117.86,7.7663,1.2368,1.0388
2016-12-21,4142.0,2.6458,11.47,22.3038,,,,2.4,29.265,73.25,115.31,30.7135,,,119.04,40.61,63.0,157.48,235.07,596.0,71.58,110.15,135.15,84.28,38.53,,49.24,508.0,8.122,41.57,123.824,126.5,57.44,,6.944,117.55,7.7628,1.2353,1.0424
2016-12-22,4165.0,2.6778,11.6,22.305,,,,2.36,29.0725,73.26,115.44,30.6567,,,117.4,40.484,62.72,157.46,234.212,593.0,71.74,109.92,135.165,84.47,38.317,10.12,49.36,508.0,8.122,41.55,123.379,125.58,57.11,,6.9484,117.54,7.762,1.2283,1.0437
2016-12-23,4144.0,2.7445,11.58,22.3175,,,,2.32,29.13,73.79,115.96,30.7894,,,117.27,40.39,62.9,157.81,233.526,593.5,71.95,110.09,135.285,84.96,38.03,,49.33,511.0,,41.6,123.315,125.59,57.01,,6.9462,117.33,7.7592,1.2282,1.0456
2016-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.122,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.161,,,,,,6.9489,117.1,7.7608,1.2282,1.0455
2016-12-27,,2.933,12.07,,,,,,29.315,73.81,115.91,30.8368,,,118.01,40.497,62.92,157.48,,,71.77,109.99,,84.6,38.57,,49.3,,8.074,41.61,123.414,128.35,56.86,,6.952,117.43,7.7593,1.2271,1.0457
2016-12-28,4250.0,2.7313,11.55,22.4625,,,,2.4,29.19,73.06,115.1,30.6662,,,116.92,40.229,62.72,156.1,235.585,599.0,71.81,110.14,135.275,84.07,38.607,,48.9,519.5,8.084,41.39,123.311,125.89,56.35,,6.9613,117.26,7.7582,1.2226,1.0413
2016-12-29,4185.0,2.7858,11.59,22.8425,,,,2.47,29.1825,73.56,115.49,30.7989,,,116.35,40.144,62.36,155.69,232.668,595.0,71.54,110.4,135.935,84.35,38.258,,49.37,524.0,8.161,41.6,122.661,125.33,56.32,,6.9565,116.54,7.7551,1.2261,1.049
2016-12-30,4184.0,2.6685,11.34,22.8425,,,,2.5,28.955,73.55,115.21,30.7894,,,115.05,39.623,62.84,155.68,229.236,591.5,71.23,110.22,136.12,84.08,37.494,,49.19,525.5,,41.46,122.777,123.8,55.52,,6.945,116.96,7.7559,1.234,1.0517
2017-01-02,,,,,,,,,,,,,,,,,62.82,,,,,,,,,,,,8.074,,124.957,,,,,117.55,7.757,1.2278,1.0455
2017-01-03,4208.0,2.5503,11.43,22.8688,,,,2.51,29.0375,74.6,115.84,31.2823,,,116.86,40.401,63.5,156.97,229.923,591.0,70.61,110.6,136.17,84.2,37.683,,49.04,540.0,8.084,41.8,125.93,127.49,55.35,,6.964,117.75,7.7564,1.2237,1.0405
2017-01-04,4205.0,2.6098,11.43,22.95,,,,2.55,29.005,74.72,115.65,31.5572,,,118.69,40.389,63.4,158.62,229.065,585.0,71.27,111.29,136.305,84.5,37.859,,48.99,553.0,8.315,41.65,124.994,129.41,55.99,,6.9342,117.25,7.7553,1.2323,1.0489
2017-01-05,4207.0,2.5435,11.24,23.345,,,,2.6,29.1525,75.59,116.86,31.8606,,,120.67,40.651,64.6,158.71,219.456,587.5,70.83,112.15,137.205,85.06,39.023,10.17,49.14,550.0,8.344,41.75,124.816,131.81,56.46,,6.8766,115.35,7.7544,1.2419,1.0607
2017-01-06,4244.0,2.5775,11.32,23.1225,,,,2.58,29.4775,75.67,116.3,31.7373,,,123.41,41.261,65.14,159.1,223.231,605.0,72.87,112.09,136.785,85.03,39.8,,49.01,547.0,,41.74,126.084,131.07,57.13,,6.926,117.02,7.7557,1.2287,1.0532
2017-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.315,,,,,,,,,,
2017-01-09,4247.0,2.682,11.49,23.3075,,,,2.54,29.7475,76.27,116.28,31.7279,,,124.9,41.359,65.28,158.32,226.834,597.5,73.82,111.96,137.16,84.4,39.846,10.19,48.53,563.0,8.449,41.32,124.715,130.95,58.2,,6.9375,116.03,7.7562,1.2163,1.0574
2017-01-10,4282.0,2.6618,11.44,23.4138,,,,2.59,29.7775,76.27,116.16,31.6994,,,124.35,41.301,65.2,159.07,229.065,610.0,74.9,111.78,137.355,83.49,39.795,10.2,48.38,561.5,8.651,41.04,128.115,129.89,57.88,,6.9215,115.77,7.7546,1.2177,1.0554
2017-01-11,4371.0,2.629,11.2,23.4175,,,,2.61,29.9375,75.26,114.73,31.1212,,,126.09,41.493,65.46,159.4,229.923,610.0,74.44,111.89,137.345,83.75,39.951,10.18,48.74,562.0,8.449,41.05,130.07,130.5,58.1,,6.9377,115.41,7.7548,1.2213,1.0582
2017-01-12,4351.0,2.586,10.76,23.7,,,,2.64,29.8125,77.15,114.62,30.9031,,,126.62,41.477,64.69,158.29,232.325,617.5,75.11,112.11,137.845,83.84,40.682,10.1999,49.0,559.25,8.449,40.95,127.465,129.18,58.03,,6.8941,114.72,7.7542,1.2162,1.0613
2017-01-13,4359.0,2.5858,10.58,23.5188,,,,2.62,29.76,77.4,114.6,30.8273,,,128.34,41.547,65.64,158.83,227.006,611.5,75.09,112.16,136.865,84.01,40.857,10.1985,48.8,556.5,,40.88,126.017,133.7,57.85,,6.9005,114.49,7.7549,1.2182,1.0643
2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.363,,,,,,,,,,
2017-01-16,4326.0,,,23.7138,,,,2.64,,,,,,,,,65.18,,228.207,611.5,,,137.365,,,,,559.5,8.267,,126.201,,,,6.9008,114.2,7.7553,1.2047,1.0601
2017-01-17,4252.0,2.5278,9.82,23.96,,,,2.66,30.0,76.85,114.87,30.3912,,,127.87,41.373,65.35,157.67,238.33,605.0,75.82,112.62,137.785,85.21,40.486,10.2,49.69,553.0,8.267,41.22,126.529,132.89,58.0,,6.845,112.62,7.7557,1.2414,1.0713
2017-01-18,4259.0,2.5738,9.88,23.9275,,,,2.69,29.9975,77.53,114.7,30.3628,,,127.92,41.451,64.84,158.32,237.987,605.0,75.67,111.83,137.41,84.93,40.374,10.1867,49.62,547.0,8.267,41.29,125.434,133.26,58.45,,6.8496,114.65,7.7563,1.2261,1.063
2017-01-19,4338.0,2.629,9.77,23.6775,,,,2.64,29.945,76.84,114.2,30.05,,,127.55,41.219,65.48,159.0,241.076,602.0,75.3,111.56,136.335,84.7,40.452,10.16,49.05,536.5,8.593,41.14,126.195,138.41,57.89,,6.872,114.86,7.7572,1.2342,1.0664
2017-01-20,4324.0,2.6003,9.75,23.7275,,,,2.64,30.0,76.81,114.15,30.1163,,,127.04,41.409,65.34,159.53,236.271,600.5,74.99,111.7,136.1,87.45,40.417,,49.06,536.0,,41.32,124.364,138.6,57.66,,6.8765,114.62,7.7569,1.2375,1.0703
2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.584,,,,,,,,,,
2017-01-23,4311.0,2.6273,9.91,23.9875,,,,2.69,30.02,76.32,113.91,29.8225,,,128.93,42.222,65.45,157.84,237.301,600.0,74.77,112.23,137.02,86.96,40.894,10.22,48.83,533.0,8.584,41.43,123.829,137.39,57.76,,6.8537,112.71,7.7564,1.2535,1.0765
2017-01-24,4288.0,2.6833,10.44,23.9,,,,2.77,29.9925,74.85,111.76,29.5286,,,129.37,42.477,65.56,160.55,233.526,598.0,73.83,111.86,136.815,87.86,41.122,,48.57,535.0,8.555,41.9,124.639,140.11,58.44,,6.859,113.79,7.7573,1.252,1.0731
2017-01-25,4353.0,2.6948,10.35,23.6525,,,,2.66,30.47,74.85,112.8,29.6613,,,131.48,42.923,65.39,167.36,235.413,600.5,74.49,111.73,136.055,87.16,41.826,10.17,48.49,534.0,8.411,42.12,125.713,139.52,58.7,,6.8836,113.28,7.7574,1.2634,1.0748
2017-01-26,4342.0,2.7413,10.52,23.3775,,,,2.65,30.485,74.58,111.84,29.6518,,,132.78,42.849,64.91,169.12,237.472,596.0,74.04,111.64,135.76,86.6,41.957,10.2,48.63,530.0,8.267,41.81,124.742,138.96,58.46,,6.884,114.53,7.7581,1.2597,1.0682
2017-01-27,4369.0,2.7943,10.67,23.43,,,,2.62,30.4875,75.38,113.38,29.7846,,,132.18,42.252,64.67,167.7,235.413,592.5,74.95,111.97,136.245,86.72,41.789,,48.48,535.5,,41.45,123.593,142.45,56.12,,,115.1,7.7593,1.2555,1.0699
2017-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.267,,,,,,,,,,
2017-01-30,4338.0,2.7505,10.61,23.6,,,,,30.4075,74.7,113.13,29.6803,,,130.98,41.192,63.29,165.57,226.491,585.0,74.67,111.72,136.58,86.75,41.519,,48.66,527.75,8.257,41.38,121.97,141.22,55.9,,,113.77,7.7585,1.2486,1.0695
2017-01-31,4305.0,2.7295,10.37,23.89,,,,,30.3375,77.03,113.25,30.0784,,,130.32,41.01,62.76,163.42,229.065,582.0,76.02,112.13,136.815,87.6,41.174,10.2,49.43,528.0,8.094,41.57,121.241,140.71,55.22,,,112.8,7.759,1.2579,1.0798
2017-02-01,4338.0,2.8488,12.06,23.74,,,,2.68,32.1875,77.6,113.23,30.0215,,,133.23,40.762,63.1,163.97,229.236,582.5,76.0,111.71,136.32,87.33,41.618,10.1952,48.55,527.25,8.122,41.26,123.346,140.78,53.9,,,113.25,7.7596,1.2659,1.0769
2017-02-02,4363.0,2.8848,12.28,24.005,,,,2.71,32.1325,77.39,113.57,30.0784,,,130.84,40.913,62.84,162.26,231.295,583.5,75.92,112.04,136.76,87.76,41.998,10.1974,48.98,529.25,8.074,41.4,124.897,139.2,53.87,,,112.8,7.7597,1.2527,1.0759
2017-02-03,4424.0,2.8595,12.24,24.0313,,,,2.74,32.27,77.23,113.64,30.4197,,,130.98,41.007,63.06,162.4,230.266,583.5,76.34,112.69,137.02,87.41,40.51,10.185,48.83,534.5,,41.54,129.651,140.25,55.06,,6.8672,112.61,7.7576,1.2484,1.0783
2017-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.084,,,,,,,,,,
2017-02-06,4448.0,2.9328,13.63,24.215,,,,2.81,32.5725,77.83,113.4,30.5524,,,132.06,41.081,63.11,163.98,233.526,588.0,75.98,112.69,137.125,87.4,40.382,,48.76,533.5,8.171,41.56,126.781,140.97,55.73,,6.863,111.74,7.7584,1.2469,1.075
2017-02-07,4512.0,2.9783,13.29,24.3163,,,,2.88,32.8825,77.7,113.48,30.4102,,,131.84,41.462,62.88,166.5,240.389,598.0,76.12,112.55,137.51,88.01,40.625,10.1895,48.77,530.5,8.267,41.9,126.451,144.0,55.24,,6.8853,112.39,7.7586,1.2509,1.0683
2017-02-08,4456.0,2.9653,13.56,24.4563,,,,2.89,33.01,78.11,113.4,30.4671,,,134.2,41.494,62.77,163.81,247.081,599.5,75.6,112.99,137.995,88.33,40.986,,49.22,525.5,8.267,42.02,125.633,144.74,55.22,,6.8638,111.93,7.7596,1.2541,1.0698
2017-02-09,4405.0,2.9095,13.42,24.3225,,,,2.93,33.105,77.7,114.08,30.6946,,,134.14,41.503,64.0,164.28,246.395,600.0,75.71,112.84,137.475,88.67,41.068,10.19,48.86,517.0,8.315,41.25,125.015,144.14,55.81,,6.8692,113.25,7.7583,1.2497,1.0655
2017-02-10,4418.0,2.8405,13.58,24.3138,,,,2.87,33.03,77.79,115.24,30.6662,,,134.19,41.743,64.39,166.23,251.371,612.0,76.15,113.01,137.21,87.97,41.373,,49.05,517.0,,40.58,125.952,144.82,56.22,,6.8785,113.22,7.758,1.2491,1.0643
2017-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.315,,,,,,,,,,
2017-02-13,4445.0,2.7095,13.49,24.1025,,,,2.91,33.3225,77.77,115.88,30.9126,,,134.05,41.948,65.85,168.03,253.944,616.0,76.92,113.13,136.81,88.31,41.826,,49.22,516.0,8.324,40.62,127.571,143.2,56.11,,6.8802,113.74,7.7592,1.2526,1.0598
2017-02-14,4427.0,2.7195,13.26,24.1675,,,,2.89,33.755,78.81,116.36,31.0453,,,133.85,42.002,66.21,168.5,243.821,605.5,77.05,113.01,136.36,87.86,41.82,,48.59,519.0,8.315,40.53,129.046,140.82,56.58,,6.8675,114.26,7.7597,1.2468,1.0578
2017-02-15,4469.0,2.725,13.3,24.2475,,,,2.8,33.8775,80.25,117.2,31.7658,,,133.44,41.866,66.32,169.3,241.762,608.5,77.7,112.98,136.2,91.12,42.135,,48.35,523.5,8.469,40.44,127.499,142.27,56.86,,6.8711,114.16,7.7594,1.2461,1.0601
2017-02-16,4448.0,2.6813,12.97,24.46,,,,2.84,33.8363,80.04,118.08,31.87,,,133.84,42.109,65.77,170.81,237.987,603.5,77.99,112.92,136.8,90.79,42.207,,48.24,518.25,8.536,41.2,127.556,142.01,56.73,,6.853,113.24,7.7595,1.2489,1.0674
2017-02-17,4418.0,2.6808,13.13,24.4138,,,,2.86,33.93,80.39,118.86,31.87,,,133.53,42.328,65.4,172.71,228.55,606.5,78.88,112.95,137.22,91.09,42.254,,47.8,513.0,,41.23,127.77,142.22,57.35,,6.8665,112.84,7.7612,1.2412,1.0616
2017-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.449,,,,,,,,,,
2017-02-20,4440.0,,,24.395,,,,2.84,,,,,,,,,66.53,,242.963,612.0,,,137.1,,,,,517.75,8.411,,127.521,,,,6.8785,113.1,7.7608,1.2463,1.0614
2017-02-21,4451.0,2.7768,14.0,24.375,,,,2.85,34.175,80.36,119.66,31.87,,,133.72,42.463,67.24,175.56,251.371,608.5,80.56,113.12,137.13,91.67,42.822,,48.28,518.0,8.074,41.46,129.274,142.6,57.54,,6.884,113.68,7.7612,1.2473,1.0536
2017-02-22,4398.0,2.769,14.28,24.3,,,,2.91,34.2775,81.07,119.52,31.8416,,,136.12,42.568,66.7,175.36,257.891,605.5,79.62,113.28,137.135,91.44,42.781,10.2399,48.99,516.0,8.036,41.6,129.379,143.86,57.57,,6.8778,113.31,7.7607,1.245,1.0558
2017-02-23,4388.0,2.5123,14.32,24.5775,,,,2.88,34.1325,82.55,121.7,32.2871,,,135.36,42.55,69.05,176.86,262.18,609.5,80.74,113.61,137.52,91.13,42.61,10.15,49.67,512.0,8.074,41.66,129.913,142.78,57.64,,6.8661,112.61,7.7596,1.2556,1.0582
2017-02-24,4371.0,2.5365,14.12,24.78,,,,2.88,34.165,82.87,122.73,32.4767,,,135.44,42.39,68.35,177.44,262.009,615.0,81.03,113.83,138.265,91.05,42.262,10.17,50.5,500.0,,41.78,128.861,143.25,57.48,,6.8691,112.12,7.7609,1.2462,1.0563
2017-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.026,,,,,,,,,,
2017-02-27,4428.0,2.6102,15.2,24.8913,,,,2.87,34.2325,83.06,122.4,32.4957,,,136.41,42.484,68.35,179.43,263.553,618.0,80.75,113.56,138.1,90.89,42.432,,50.27,504.0,7.93,41.67,128.023,143.41,56.78,,6.8708,112.7,7.7613,1.2442,1.0587
2017-02-28,4449.0,2.537,14.46,24.78,,,,2.93,34.2475,82.81,122.21,32.344,,,135.54,42.247,69.32,180.23,270.073,630.0,80.91,113.56,137.93,91.07,42.252,,50.82,491.0,7.921,41.96,127.908,142.13,56.87,,6.867,112.77,7.7624,1.238,1.0576
2017-03-01,4554.0,2.5698,14.96,24.5225,,,,2.88,34.9475,83.85,123.86,32.6284,,,137.42,42.838,71.12,183.91,268.529,638.5,82.07,113.16,136.655,91.66,42.654,,50.06,502.0,7.748,42.16,129.074,142.65,57.14,,6.8819,113.73,7.763,1.2293,1.0547
2017-03-02,4584.0,2.475,13.9,24.4,,,,2.88,34.74,82.91,123.63,32.7137,,,136.76,42.493,71.7,182.99,266.47,650.5,81.99,112.63,136.35,90.91,42.445,10.15,50.32,499.0,7.978,42.47,129.087,139.53,57.12,,6.8899,114.41,7.7624,1.2267,1.0507
2017-03-03,4563.0,2.4608,13.03,24.1213,,,,2.76,34.945,83.78,123.79,32.7232,,,137.17,42.454,71.17,182.18,264.411,643.5,81.86,113.15,136.205,90.5,42.494,10.18,50.37,500.75,,42.48,128.098,139.14,57.1,,6.8972,114.04,7.763,1.2291,1.0622
2017-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.978,,,,,,,,,,
2017-03-06,4568.0,2.4418,13.04,24.2025,,,,2.79,34.835,83.83,123.71,32.562,,,137.42,42.364,71.05,180.93,260.808,643.5,81.54,113.11,136.44,90.37,42.331,10.195,50.24,501.5,7.978,42.18,128.815,141.94,56.68,,6.897,113.89,7.7643,1.2236,1.0582
2017-03-07,4585.0,2.4685,13.05,23.9988,,,,2.77,34.88,82.74,123.83,32.2208,,,137.3,42.558,70.19,182.02,259.778,644.0,81.4,113.03,136.275,90.29,42.301,,50.4,499.75,7.815,41.99,129.456,141.43,56.2,,6.9025,113.98,7.7644,1.22,1.0566
2017-03-08,4621.0,2.464,13.22,23.8175,,,,2.79,34.75,83.41,124.1,32.145,,,137.72,42.682,70.47,181.74,257.033,649.5,82.22,112.15,135.705,90.14,42.525,10.1702,49.77,499.75,7.978,41.99,128.411,140.32,55.74,,6.9131,114.35,7.7661,1.2168,1.0541
2017-03-09,4605.0,2.4635,13.33,23.7275,,,,2.78,34.67,84.55,125.95,32.2777,,,138.24,42.892,70.06,180.57,256.518,643.0,82.79,111.45,135.63,90.34,42.65,,49.5,480.5,7.978,42.03,127.316,140.53,55.19,,6.911,114.95,7.7645,1.2165,1.0577
2017-03-10,4667.0,2.478,13.91,23.64,,,,2.77,34.785,84.36,126.21,32.3345,,,138.79,43.07,70.06,178.7,258.92,637.0,83.04,111.92,135.425,91.07,42.623,10.16,49.63,480.125,,42.29,127.543,140.89,54.53,,6.9093,114.79,7.7644,1.2167,1.0673
2017-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.882,,,,,,,,,,
2017-03-13,4684.0,2.5462,14.28,23.775,,,,2.9,34.8,84.14,126.68,32.3345,,,139.6,43.229,69.95,179.05,261.494,635.0,82.89,111.74,135.44,91.31,42.73,10.1998,49.73,481.25,7.978,42.03,128.235,143.52,54.63,,6.9143,114.88,7.7646,1.2219,1.0653
2017-03-14,4704.0,2.5445,14.1,23.7575,,,,2.91,34.7475,84.46,127.05,32.4388,,,139.32,43.296,70.2,178.73,263.21,638.0,82.52,111.4,135.6,91.0,42.627,10.18,49.88,479.25,7.978,41.97,128.632,143.19,54.27,,6.915,114.75,7.7672,1.2153,1.0604
2017-03-15,4787.0,2.5637,13.98,23.6462,,,,2.95,35.115,85.88,128.96,32.8275,,,139.72,43.42,70.43,178.71,265.269,641.0,83.3,112.92,135.775,91.4,42.649,10.1942,50.63,483.875,8.026,42.12,131.094,145.25,54.54,,6.9149,113.38,7.7657,1.2291,1.0734
2017-03-16,4782.0,2.5953,13.65,24.23,,,,3.11,35.1725,84.99,128.46,32.6379,,,139.99,43.5,70.36,178.19,265.784,645.0,81.83,112.58,136.49,91.44,42.671,10.2,50.19,489.5,7.93,42.25,132.21,144.39,54.8,,6.898,113.31,7.7638,1.236,1.0766
